Amazon,IMDB,Yelp,Cleaned Amazon,Cleaned IMDB,Cleaned Yelp,Cleaned Sentence,Tokenized Amazon,Tokenized IMDB,Tokenized Yelp,Stemmed Amazon,Stemmed IMDB,Stemmed Yelp,Filtered Amazon,Filtered IMDB,Filtered Yelp,Tokenized Sentence,Stemmed Sentence,Filtered Sentence,Sentiment
I contacted the company and they told me that  although the unit was still under warranty  if I couldn't produce my receipt I was out of luck. 0,,It is PERFECT for a sit-down family meal or get together with a few friends. 1,i contacted the company and they told me that although the unit was still under warranty if i could produce my receipt i was out of luck 0,,it is perfect for a family meal or get together with a few friends 1,,"['i', 'contacted', 'the', 'company', 'and', 'they', 'told', 'me', 'that', 'although', 'the', 'unit', 'was', 'still', 'under', 'warranty', 'if', 'i', 'could', 'produce', 'my', 'receipt', 'i', 'was', 'out', 'of', 'luck', '0']",[],"['it', 'is', 'perfect', 'for', 'a', 'family', 'meal', 'or', 'get', 'together', 'with', 'a', 'few', 'friends', '1']","['i', 'contact', 'the', 'compani', 'and', 'they', 'told', 'me', 'that', 'although', 'the', 'unit', 'wa', 'still', 'under', 'warranti', 'if', 'i', 'could', 'produc', 'my', 'receipt', 'i', 'wa', 'out', 'of', 'luck', '0']",[],"['it', 'is', 'perfect', 'for', 'a', 'famili', 'meal', 'or', 'get', 'togeth', 'with', 'a', 'few', 'friend', '1']","['contact', 'compani', 'told', 'although', 'unit', 'wa', 'still', 'warranti', 'could', 'produc', 'receipt', 'wa', 'luck', '0']",[],"['perfect', 'famili', 'meal', 'get', 'togeth', 'friend', '1']",i contacted the company and they told me that although the unit was still under warranty if i could produce my receipt i was out of luck 0 it is perfect for a family meal or get together with a few friends 1,i contact the compani and they told me that although the unit wa still under warranti if i could produc my receipt i wa out of luck 0 it is perfect for a famili meal or get togeth with a few friend 1,contact compani told although unit wa still warranti could produc receipt wa luck 0 perfect famili meal get togeth friend 1,Neutral
Linksys should have some way to exchange a bad phone for a refurb unit or something! 0,,Not much flavor to them  and very poorly constructed. 0,linksys should have some way to exchange a bad phone for a refurb unit or something 0,,not much flavor to them and very poorly constructed 0,,"['linksys', 'should', 'have', 'some', 'way', 'to', 'exchange', 'a', 'bad', 'phone', 'for', 'a', 'refurb', 'unit', 'or', 'something', '0']",[],"['not', 'much', 'flavor', 'to', 'them', 'and', 'very', 'poorly', 'constructed', '0']","['linksi', 'should', 'have', 'some', 'way', 'to', 'exchang', 'a', 'bad', 'phone', 'for', 'a', 'refurb', 'unit', 'or', 'someth', '0']",[],"['not', 'much', 'flavor', 'to', 'them', 'and', 'veri', 'poorli', 'construct', '0']","['linksi', 'way', 'exchang', 'bad', 'phone', 'refurb', 'unit', 'someth', '0']",[],"['much', 'flavor', 'veri', 'poorli', 'construct', '0']",linksys should have some way to exchange a bad phone for a refurb unit or something 0 not much flavor to them and very poorly constructed 0,linksi should have some way to exchang a bad phone for a refurb unit or someth 0 not much flavor to them and veri poorli construct 0,linksi way exchang bad phone refurb unit someth 0 much flavor veri poorli construct 0,Negative
Phone is sturdy as all nokia bar phones are. 1,,The patio seating was very comfortable. 1,phone is sturdy as all nokia bar phones are 1,,the patio seating was very comfortable 1,,"['phone', 'is', 'sturdy', 'as', 'all', 'nokia', 'bar', 'phones', 'are', '1']",[],"['the', 'patio', 'seating', 'was', 'very', 'comfortable', '1']","['phone', 'is', 'sturdi', 'as', 'all', 'nokia', 'bar', 'phone', 'are', '1']",[],"['the', 'patio', 'seat', 'wa', 'veri', 'comfort', '1']","['phone', 'sturdi', 'nokia', 'bar', 'phone', '1']",[],"['patio', 'seat', 'wa', 'veri', 'comfort', '1']",phone is sturdy as all nokia bar phones are 1 the patio seating was very comfortable 1,phone is sturdi as all nokia bar phone are 1 the patio seat wa veri comfort 1,phone sturdi nokia bar phone 1 patio seat wa veri comfort 1,Neutral
Great phone. 1,,The fried rice was dry as well. 0,great phone 1,,the fried rice was dry as well 0,,"['great', 'phone', '1']",[],"['the', 'fried', 'rice', 'was', 'dry', 'as', 'well', '0']","['great', 'phone', '1']",[],"['the', 'fri', 'rice', 'wa', 'dri', 'as', 'well', '0']","['great', 'phone', '1']",[],"['fri', 'rice', 'wa', 'dri', 'well', '0']",great phone 1 the fried rice was dry as well 0,great phone 1 the fri rice wa dri as well 0,great phone 1 fri rice wa dri well 0,Neutral
When I placed my treo into the case  not only was it NOT snug  but there was A LOT of extra room on the sides. 0,,Hands down my favorite Italian restaurant! 1,when i placed my treo into the case not only was it not snug but there was a lot of extra room on the sides 0,,hands down my favorite italian restaurant 1,,"['when', 'i', 'placed', 'my', 'treo', 'into', 'the', 'case', 'not', 'only', 'was', 'it', 'not', 'snug', 'but', 'there', 'was', 'a', 'lot', 'of', 'extra', 'room', 'on', 'the', 'sides', '0']",[],"['hands', 'down', 'my', 'favorite', 'italian', 'restaurant', '1']","['when', 'i', 'place', 'my', 'treo', 'into', 'the', 'case', 'not', 'onli', 'wa', 'it', 'not', 'snug', 'but', 'there', 'wa', 'a', 'lot', 'of', 'extra', 'room', 'on', 'the', 'side', '0']",[],"['hand', 'down', 'my', 'favorit', 'italian', 'restaur', '1']","['place', 'treo', 'case', 'onli', 'wa', 'snug', 'wa', 'lot', 'extra', 'room', 'side', '0']",[],"['hand', 'favorit', 'italian', 'restaur', '1']",when i placed my treo into the case not only was it not snug but there was a lot of extra room on the sides 0 hands down my favorite italian restaurant 1,when i place my treo into the case not onli wa it not snug but there wa a lot of extra room on the side 0 hand down my favorit italian restaur 1,place treo case onli wa snug wa lot extra room side 0 hand favorit italian restaur 1,Neutral
I'm pleased. 1,,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas. 1",i pleased 1,,that just screams legit in my book somethat also pretty rare here in vegas 1,,"['i', 'pleased', '1']",[],"['that', 'just', 'screams', 'legit', 'in', 'my', 'book', 'somethat', 'also', 'pretty', 'rare', 'here', 'in', 'vegas', '1']","['i', 'pleas', '1']",[],"['that', 'just', 'scream', 'legit', 'in', 'my', 'book', 'somethat', 'also', 'pretti', 'rare', 'here', 'in', 'vega', '1']","['pleas', '1']",[],"['scream', 'legit', 'book', 'somethat', 'also', 'pretti', 'rare', 'vega', '1']",i pleased 1 that just screams legit in my book somethat also pretty rare here in vegas 1,i pleas 1 that just scream legit in my book somethat also pretti rare here in vega 1,pleas 1 scream legit book somethat also pretti rare vega 1,Neutral
Battery is terrible. 0,,It was just not a fun experience. 1,battery is terrible 0,,it was just not a fun experience 1,,"['battery', 'is', 'terrible', '0']",[],"['it', 'was', 'just', 'not', 'a', 'fun', 'experience', '1']","['batteri', 'is', 'terribl', '0']",[],"['it', 'wa', 'just', 'not', 'a', 'fun', 'experi', '1']","['batteri', 'terribl', '0']",[],"['wa', 'fun', 'experi', '1']",battery is terrible 0 it was just not a fun experience 1,batteri is terribl 0 it wa just not a fun experi 1,batteri terribl 0 wa fun experi 1,Neutral
I found the product to be easy to set up and use. 1,,The atmosphere was great with a lovely duo of violinists playing songs we requested. 1,i found the product to be easy to set up and use 1,,the atmosphere was great with a lovely duo of violinists playing songs we requested 1,,"['i', 'found', 'the', 'product', 'to', 'be', 'easy', 'to', 'set', 'up', 'and', 'use', '1']",[],"['the', 'atmosphere', 'was', 'great', 'with', 'a', 'lovely', 'duo', 'of', 'violinists', 'playing', 'songs', 'we', 'requested', '1']","['i', 'found', 'the', 'product', 'to', 'be', 'easi', 'to', 'set', 'up', 'and', 'use', '1']",[],"['the', 'atmospher', 'wa', 'great', 'with', 'a', 'love', 'duo', 'of', 'violinist', 'play', 'song', 'we', 'request', '1']","['found', 'product', 'easi', 'set', 'use', '1']",[],"['atmospher', 'wa', 'great', 'love', 'duo', 'violinist', 'play', 'song', 'request', '1']",i found the product to be easy to set up and use 1 the atmosphere was great with a lovely duo of violinists playing songs we requested 1,i found the product to be easi to set up and use 1 the atmospher wa great with a love duo of violinist play song we request 1,found product easi set use 1 atmospher wa great love duo violinist play song request 1,Neutral
The earpiece on this is too large or too heavy...it keeps falling out of my ear. 0,,I personally love the hummus  pita  baklava  falafels and Baba Ganoush (it's amazing what they do with eggplant!). 1,the earpiece on this is too large or too heavy it keeps falling out of my ear 0,,i personally love the hummus pita baklava falafels and baba ganoush it amazing what they do with eggplant 1,,"['the', 'earpiece', 'on', 'this', 'is', 'too', 'large', 'or', 'too', 'heavy', 'it', 'keeps', 'falling', 'out', 'of', 'my', 'ear', '0']",[],"['i', 'personally', 'love', 'the', 'hummus', 'pita', 'baklava', 'falafels', 'and', 'baba', 'ganoush', 'it', 'amazing', 'what', 'they', 'do', 'with', 'eggplant', '1']","['the', 'earpiec', 'on', 'thi', 'is', 'too', 'larg', 'or', 'too', 'heavi', 'it', 'keep', 'fall', 'out', 'of', 'my', 'ear', '0']",[],"['i', 'person', 'love', 'the', 'hummu', 'pita', 'baklava', 'falafel', 'and', 'baba', 'ganoush', 'it', 'amaz', 'what', 'they', 'do', 'with', 'eggplant', '1']","['earpiec', 'thi', 'larg', 'heavi', 'keep', 'fall', 'ear', '0']",[],"['person', 'love', 'hummu', 'pita', 'baklava', 'falafel', 'baba', 'ganoush', 'amaz', 'eggplant', '1']",the earpiece on this is too large or too heavy it keeps falling out of my ear 0 i personally love the hummus pita baklava falafels and baba ganoush it amazing what they do with eggplant 1,the earpiec on thi is too larg or too heavi it keep fall out of my ear 0 i person love the hummu pita baklava falafel and baba ganoush it amaz what they do with eggplant 1,earpiec thi larg heavi keep fall ear 0 person love hummu pita baklava falafel baba ganoush amaz eggplant 1,Neutral
Utter crap.. Sound quality is TERRIBLE. 0,,Very convenient  since we were staying at the MGM! 1,utter crap sound quality is terrible 0,,very convenient since we were staying at the mgm 1,,"['utter', 'crap', 'sound', 'quality', 'is', 'terrible', '0']",[],"['very', 'convenient', 'since', 'we', 'were', 'staying', 'at', 'the', 'mgm', '1']","['utter', 'crap', 'sound', 'qualiti', 'is', 'terribl', '0']",[],"['veri', 'conveni', 'sinc', 'we', 'were', 'stay', 'at', 'the', 'mgm', '1']","['utter', 'crap', 'sound', 'qualiti', 'terribl', '0']",[],"['veri', 'conveni', 'sinc', 'stay', 'mgm', '1']",utter crap sound quality is terrible 0 very convenient since we were staying at the mgm 1,utter crap sound qualiti is terribl 0 veri conveni sinc we were stay at the mgm 1,utter crap sound qualiti terribl 0 veri conveni sinc stay mgm 1,Neutral
The charger arrived within the promised timeframe  but it did not work. 0,,The owners are super friendly and the staff is courteous. 1,the charger arrived within the promised timeframe but it did not work 0,,the owners are super friendly and the staff is courteous 1,,"['the', 'charger', 'arrived', 'within', 'the', 'promised', 'timeframe', 'but', 'it', 'did', 'not', 'work', '0']",[],"['the', 'owners', 'are', 'super', 'friendly', 'and', 'the', 'staff', 'is', 'courteous', '1']","['the', 'charger', 'arriv', 'within', 'the', 'promis', 'timefram', 'but', 'it', 'did', 'not', 'work', '0']",[],"['the', 'owner', 'are', 'super', 'friendli', 'and', 'the', 'staff', 'is', 'courteou', '1']","['charger', 'arriv', 'within', 'promis', 'timefram', 'work', '0']",[],"['owner', 'super', 'friendli', 'staff', 'courteou', '1']",the charger arrived within the promised timeframe but it did not work 0 the owners are super friendly and the staff is courteous 1,the charger arriv within the promis timefram but it did not work 0 the owner are super friendli and the staff is courteou 1,charger arriv within promis timefram work 0 owner super friendli staff courteou 1,Neutral
No ear loop needed  it's tiny and the sound is great. 1,,Both great! 1,no ear loop needed it tiny and the sound is great 1,,both great 1,,"['no', 'ear', 'loop', 'needed', 'it', 'tiny', 'and', 'the', 'sound', 'is', 'great', '1']",[],"['both', 'great', '1']","['no', 'ear', 'loop', 'need', 'it', 'tini', 'and', 'the', 'sound', 'is', 'great', '1']",[],"['both', 'great', '1']","['ear', 'loop', 'need', 'tini', 'sound', 'great', '1']",[],"['great', '1']",no ear loop needed it tiny and the sound is great 1 both great 1,no ear loop need it tini and the sound is great 1 both great 1,ear loop need tini sound great 1 great 1,Neutral
Finally  after three or four times the spring of the latch broke and I could not use it any longer on the visor. 0,,Eclectic selection. 1,finally after three or four times the spring of the latch broke and i could not use it any longer on the visor 0,,eclectic selection 1,,"['finally', 'after', 'three', 'or', 'four', 'times', 'the', 'spring', 'of', 'the', 'latch', 'broke', 'and', 'i', 'could', 'not', 'use', 'it', 'any', 'longer', 'on', 'the', 'visor', '0']",[],"['eclectic', 'selection', '1']","['final', 'after', 'three', 'or', 'four', 'time', 'the', 'spring', 'of', 'the', 'latch', 'broke', 'and', 'i', 'could', 'not', 'use', 'it', 'ani', 'longer', 'on', 'the', 'visor', '0']",[],"['eclect', 'select', '1']","['final', 'three', 'four', 'time', 'spring', 'latch', 'broke', 'could', 'use', 'ani', 'longer', 'visor', '0']",[],"['eclect', 'select', '1']",finally after three or four times the spring of the latch broke and i could not use it any longer on the visor 0 eclectic selection 1,final after three or four time the spring of the latch broke and i could not use it ani longer on the visor 0 eclect select 1,final three four time spring latch broke could use ani longer visor 0 eclect select 1,Neutral
The handsfree part works fine  but then the car tries to download the address book  and the Treo reboots.Overall  I still rate this device high. 1,,The sweet potato tots were good but the onion rings were perfection or as close as I have had. 1,the handsfree part works fine but then the car tries to download the address book and the treo i still rate this device high 1,,the sweet potato tots were good but the onion rings were perfection or as close as i have had 1,,"['the', 'handsfree', 'part', 'works', 'fine', 'but', 'then', 'the', 'car', 'tries', 'to', 'download', 'the', 'address', 'book', 'and', 'the', 'treo', 'i', 'still', 'rate', 'this', 'device', 'high', '1']",[],"['the', 'sweet', 'potato', 'tots', 'were', 'good', 'but', 'the', 'onion', 'rings', 'were', 'perfection', 'or', 'as', 'close', 'as', 'i', 'have', 'had', '1']","['the', 'handsfre', 'part', 'work', 'fine', 'but', 'then', 'the', 'car', 'tri', 'to', 'download', 'the', 'address', 'book', 'and', 'the', 'treo', 'i', 'still', 'rate', 'thi', 'devic', 'high', '1']",[],"['the', 'sweet', 'potato', 'tot', 'were', 'good', 'but', 'the', 'onion', 'ring', 'were', 'perfect', 'or', 'as', 'close', 'as', 'i', 'have', 'had', '1']","['handsfre', 'part', 'work', 'fine', 'car', 'tri', 'download', 'address', 'book', 'treo', 'still', 'rate', 'thi', 'devic', 'high', '1']",[],"['sweet', 'potato', 'tot', 'good', 'onion', 'ring', 'perfect', 'close', '1']",the handsfree part works fine but then the car tries to download the address book and the treo i still rate this device high 1 the sweet potato tots were good but the onion rings were perfection or as close as i have had 1,the handsfre part work fine but then the car tri to download the address book and the treo i still rate thi devic high 1 the sweet potato tot were good but the onion ring were perfect or as close as i have had 1,handsfre part work fine car tri download address book treo still rate thi devic high 1 sweet potato tot good onion ring perfect close 1,Positive
